,img,simulacra,nima,laion
0,plot_538.png,3.8272159099578857,5.401292324066162,4.459268093109131
1,plot_1123.png,3.827401638031006,5.384024143218994,4.618757247924805
2,plot_529.png,3.827795028686523,5.392017364501953,4.262546062469482
3,plot_2001.png,3.827866077423096,5.380295276641846,4.401823997497559
4,plot_1819.png,3.827926158905029,5.372496128082275,4.443952560424805
5,plot_1070.png,3.827974557876587,5.376316547393799,4.328380584716797
6,plot_1717.png,3.8280348777771,5.405099391937256,4.104584217071533
7,plot_1434.png,3.828683853149414,5.394438743591309,4.169041156768799
8,plot_1311.png,3.82879376411438,5.394519329071045,4.4605937004089355
9,plot_556.png,3.8292396068573,5.399386405944824,4.479730606079102
10,plot_1851.png,3.8293943405151367,5.396640777587891,4.453653812408447
11,plot_1107.png,3.8295254707336426,5.388179302215576,4.418095111846924
12,plot_145.png,3.82957935333252,5.39006233215332,4.377291202545166
13,plot_1377.png,3.830267190933228,5.387882232666016,4.264657497406006
14,plot_1425.png,3.8303980827331534,5.391992092132568,4.178204536437988
15,plot_948.png,3.831566095352173,5.394798755645752,4.358808994293213
16,plot_599.png,3.8323099613189697,5.3836212158203125,4.45920991897583
17,plot_1510.png,3.833503484725952,5.396251678466797,3.9942567348480225
18,plot_389.png,3.834956169128418,5.403927326202393,4.0030107498168945
19,plot_1977.png,3.835240840911865,5.394158363342285,4.500335693359375
20,plot_859.png,3.8353989124298096,5.39188289642334,4.042979717254639
21,plot_2025.png,3.835583448410034,5.4124040603637695,4.211467742919922
22,plot_1456.png,3.836118936538696,5.376443386077881,3.9890010356903076
23,plot_1346.png,3.8362302780151367,5.384734153747559,4.221743106842041
24,plot_1893.png,3.838012933731079,5.387026309967041,4.013036727905273
25,plot_1943.png,3.838372230529785,5.385993003845215,4.099308013916016
26,plot_517.png,3.838625192642212,5.394976139068604,4.248062610626221
27,plot_1338.png,3.83956527709961,5.3977580070495605,4.210727691650391
28,plot_1532.png,3.84020471572876,5.398482799530029,4.555217742919922
29,plot_1445.png,3.840329170227051,5.38934326171875,4.575889587402344
30,plot_23.png,3.840759754180908,5.396799564361572,4.418988227844238
31,plot_74.png,3.841336965560913,5.396643161773682,3.79630970954895
32,plot_362.png,3.84162163734436,5.397730827331543,4.122465133666992
33,plot_1373.png,3.8418335914611816,5.3871893882751465,4.162136077880859
34,plot_439.png,3.842015504837036,5.411438941955566,4.10832405090332
35,plot_1843.png,3.842034816741944,5.380746364593506,3.9499988555908203
36,plot_1816.png,3.843061685562134,5.398321628570557,3.9424240589141846
37,plot_1192.png,3.843719959259033,5.400901317596436,3.814692735671997
38,plot_1856.png,3.8442230224609375,5.398644924163818,4.366034507751465
39,plot_1195.png,3.84475350379944,5.393503189086914,4.219785213470459
40,plot_1340.png,3.8452203273773193,5.3970561027526855,4.251363277435303
41,plot_1668.png,3.845415115356445,5.408398628234863,4.610126972198486
42,plot_366.png,3.845779895782471,5.411406517028809,3.8414483070373535
43,plot_131.png,3.847301959991455,5.417832374572754,4.1793107986450195
44,plot_711.png,3.847678184509277,5.391254901885986,4.232663154602051
45,plot_1381.png,3.847991466522217,5.382920265197754,4.381990909576416
46,plot_1286.png,3.848154544830322,5.3920722007751465,4.546474456787109
47,plot_1058.png,3.848198175430298,5.3843913078308105,4.236739635467529
48,plot_1544.png,3.848626613616944,5.396774768829346,4.47177267074585
49,plot_1056.png,3.848780870437622,5.394462585449219,4.026633262634277
50,plot_84.png,3.848796844482422,5.3854660987854,4.206479549407959
51,plot_1232.png,3.848951816558838,5.405777931213379,4.306244850158691
52,plot_1841.png,3.849025249481201,5.4006876945495605,4.264083385467529
53,plot_259.png,3.849420309066773,5.407905101776123,4.106538772583008
54,plot_17.png,3.8494679927825928,5.4053263664245605,4.26015567779541
55,plot_1390.png,3.849603176116944,5.402218341827393,4.464938640594482
56,plot_1761.png,3.8497154712677,5.395543098449707,4.254642486572266
57,plot_433.png,3.850034952163696,5.391790866851807,4.0023932456970215
58,plot_1291.png,3.850488662719727,5.3968353271484375,4.311135768890381
59,plot_671.png,3.851341485977173,5.411545753479004,3.71951961517334
60,plot_827.png,3.8521695137023926,5.370837211608887,4.601876258850098
61,plot_434.png,3.8523242473602295,5.404677867889404,4.171751499176025
62,plot_1139.png,3.852530717849731,5.40058183670044,4.09031343460083
63,plot_206.png,3.852630615234375,5.392466068267822,4.354624271392822
64,plot_1471.png,3.853024244308472,5.380407333374023,4.2670722007751465
65,plot_553.png,3.853782176971436,5.396795272827148,3.9888734817504883
66,plot_1825.png,3.8538143634796143,5.376097202301025,4.383264064788818
67,plot_1718.png,3.855414390563965,5.398655414581299,4.573525428771973
68,plot_468.png,3.855422019958496,5.399945259094238,4.671807765960693
69,plot_1221.png,3.8564610481262207,5.392479419708252,4.283656120300293
70,plot_186.png,3.856515645980835,5.397866249084473,4.540684700012207
71,plot_530.png,3.8581929206848153,5.392383575439453,4.29389762878418
72,plot_318.png,3.861611843109131,5.372875690460205,4.547698020935059
73,plot_210.png,3.861798286437988,5.389725208282471,4.354922771453857
74,plot_994.png,3.862809658050537,5.383176326751709,4.453197956085205
75,plot_1552.png,3.863045454025269,5.400575637817383,4.261681079864502
76,plot_1814.png,3.863936424255371,5.415129661560059,4.2530927658081055
77,plot_641.png,3.864512443542481,5.379911422729492,4.104386329650879
78,plot_1424.png,3.864865303039551,5.371218204498291,4.491065502166748
79,plot_1829.png,3.864927053451538,5.41494607925415,4.55106258392334
80,plot_1678.png,3.865786552429199,5.400225639343262,4.283071994781494
81,plot_1280.png,3.866884708404541,5.398149490356445,4.323470592498779
82,plot_539.png,3.867740631103516,5.3999342918396,4.510370254516602
83,plot_944.png,3.8680572509765625,5.396727561950684,4.421237945556641
84,plot_398.png,3.86810827255249,5.378509998321533,4.251018047332764
85,plot_340.png,3.868155956268311,5.391477584838867,4.306872844696045
86,plot_855.png,3.868263483047485,5.390374660491943,4.640547275543213
87,plot_806.png,3.8686845302581774,5.3900532722473145,4.3866143226623535
88,plot_158.png,3.868819236755371,5.388008117675781,4.587034702301025
89,plot_1506.png,3.868831157684326,5.393949508666992,4.200586795806885
90,plot_231.png,3.8691349029541016,5.39572286605835,3.8904993534088135
91,plot_643.png,3.869187831878662,5.381471157073975,3.9973855018615723
92,plot_1850.png,3.869293451309204,5.377269268035889,4.030808925628662
93,plot_900.png,3.869340658187866,5.386754512786865,4.23724889755249
94,plot_262.png,3.8696420192718506,5.4010515213012695,4.107152462005615
95,plot_1929.png,3.8697125911712646,5.388979911804199,4.344808578491211
96,plot_1171.png,3.870162963867188,5.395676136016846,4.427397727966309
97,plot_1731.png,3.8701751232147217,5.39688777923584,4.404967308044434
98,plot_872.png,3.870907306671143,5.401360034942627,4.426095008850098
99,plot_65.png,3.8713438510894775,5.402861595153809,4.121325492858887
100,plot_330.png,3.8717684745788574,5.389071941375732,4.030486106872559
101,plot_691.png,3.8719124794006334,5.399904251098633,3.9815673828125
102,plot_1492.png,3.871915340423584,5.391041278839111,3.9302797317504883
103,plot_135.png,3.872344255447388,5.408370018005371,4.483129978179932
104,plot_2026.png,3.872500419616699,5.375166893005371,4.338497638702393
105,plot_1784.png,3.87276554107666,5.396637439727783,4.338944911956787
106,plot_1175.png,3.87279224395752,5.386732578277588,4.456288814544678
107,plot_1008.png,3.873712778091431,5.399372577667236,4.214365482330322
108,plot_628.png,3.874107360839844,5.382776737213135,4.519710063934326
